OTU_ID	C1_A	C10_A	C10_B	C10_C	C11_A	C11_B	C11_C	C12_A	C12_B	C12_C	C2_A	C2_B	C2_C	C3_A	C3_B	C4_A	C4_B	C4_C	C5_A	C5_B	C5_C	C6_B	C6_C	C7_A	C7_B	C7_C	C8_A	C8_B	C8_C	C9_A	C9_B	C9_C	J1_A	J1_B	J1_C	J10_A	J10_B	J10_C	J11_A	J11_B	J11_C	J12_A	J12_B	J12_C	J13_A	J13_B	J13_C	J14_A	J14_B	J14_C	J15_A	J15_B	J15_C	J16_A	J16_B	J16_C	J17_A	J17_B	J17_C	J18_A	J18_B	J18_C	J19_A	J19_B	J19_C	J2_A	J2_B	J2_C	J20_A	J20_B	J20_C	J21_A	J21_B	J21_C	J22_A	J22_B	J22_C	J23_A	J23_B	J23_C	J24_A	J24_B	J24_C	J3_A	J3_B	J3_C	J4_A	J4_B	J4_C	J5_A	J5_B	J5_C	J6_A	J6_B	J6_C	J7_A	J7_B	J7_C	J8_A	J8_B	J8_C	J9_A	J9_B	J9_C	M1_A	M1_B	M1_C	M10_A	M10_B	M10_C	M11_A	M11_B	M11_C	M12_A	M12_B	M12_C	M2_A	M2_B	M2_C	M3_A	M3_B	M3_C	M4_A	M4_B	M4_C	M5_A	M5_B	M5_C	M6_B	M6_C	M7_A	M7_B	M7_C	M8_A	M8_B	M8_C	M9_A	M9_B	M9_C	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
89	0	111	79	0	67	0	41	7	89	96	18	77	46	5	0	0	0	0	129	0	0	0	35	79	50	10	138	64	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	32	0	292	1036	118	3	0	0	216	0	0	0	16	0	0	0	0	0	0	0	0	0	88	80	224	68	25	38	0	342	17	0	21	;Edenia	Edenia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
322	6	68	48	0	57	0	8	9	2	12	29	16	20	17	20	17	0	0	73	302	44	7	28	14	0	11	81	27	23	2	16	10	80	30	0	56	21	2	66	41	11	53	8	17	136	37	6	51	13	0	30	23	41	48	0	4	57	14	0	63	66	27	10	35	6	45	111	12	34	31	0	23	6	0	62	16	35	0	9	4	38	14	33	105	42	6	73	44	48	133	21	14	39	14	0	9	25	9	14	19	2	10	19	10	0	12	8	34	17	3	53	8	26	7	25	9	27	28	15	0	44	12	35	0	0	4	0	0	18	12	87	58	20	8	37	22	12	9	3	;Xylariaceae	Xylariaceae	9	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph	Xylarioid	NULL	Probable	Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
294	0	0	0	0	0	0	0	19	11	3	5	0	0	10	32	7	17	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	20	0	921	753	279	0	13	9	87	105	130	180	264	101	116	260	0	41	0	0	53	6	3	13	0	12	0	0	206	15	10	;Apiosordaria	Apiosordaria	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Highly Probable	NULL	b'Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
22	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	44	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	34	33	3	0	21	0	0	8	0	0	0	0	3	0	0	4	0	0	2	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227	1997	12	0	6	0	0	0	66	0	0	;Pseudocercospora	Pseudocercospora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
302	0	37	9	0	976	215	551	0	0	0	86	0	12	25	37	0	29	0	522	241	301	25	106	0	0	0	52	31	41	13	15	21	0	4	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	47	0	21	0	0	7	0	0	0	0	13	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	;Neurospora	Neurospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	1861	1236	14	0	0	0	0	0	43	0	0	;Hansfordia	Hansfordia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
161	0	0	0	0	21	0	44	5	4	0	182	12	55	0	3	7	16	23	30	14	81	0	14	9	7	0	15	7	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	13	190	321	12	510	91	158	38	22	0	109	24	211	0	13	14	161	19	0	36	34	5	96	18	9	0	13	78	118	44	252	16	35	;Xylogone	Xylogone	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3069	63	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Sagenomella	Sagenomella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
126	11	281	61	7	0	9	20	288	983	660	16	31	19	81	13	3	241	0	0	14	15	0	16	0	0	0	0	0	0	6	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	49	148	25	;Rasamsonia	Rasamsonia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	8	0	0	0	13	107	0	0	0	0	0	0	0	0	0	0	457	108	2163	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Lauriomyces	Lauriomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	5	0	0	18	10	10	17	5	0	10	0	0	45	0	42	5	26	10	17	0	4	11	9	0	124	18	8	3	6	7	32	47	0	41	18	0	3	11	0	0	0	0	0	0	4	18	6	0	13	9	0	256	3	3	14	51	15	7	0	0	4	4	8	1455	41	0	2	8	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Sporidesmiella	Sporidesmiella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	37	17	7	20	25	5	0	23	10	0	0	0	0	0	0	0	0	0	0	1609	19	35	19	0	356	4	14	0	0	0	19	0	6	0	0	0	0	5	0	205	0	0	0	17	0	0	159	0	3	0	0	3	8	0	0	7	0	6	59	0	0	13	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Chalara	Chalara	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
470	22	19	33	0	14	45	40	174	103	307	22	98	58	5	4	38	29	44	5	42	13	29	21	110	156	57	61	18	27	32	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	28	9	0	0	33	61	5	3	7	0	129	76	19	72	126	54	34	32	14	11	0	0	52	0	0	0	2	105	28	4	0	0	18	;Glomeromycota	Glomeromycota	3	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
328	0	8	0	0	0	0	0	0	0	0	170	73	1074	14	253	31	265	2	107	17	35	79	75	0	0	0	0	157	0	0	0	0	6	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8	0	0	28	5	80	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	;Circinotrichum	Circinotrichum	13	Saportroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Hughes SJ, Pirozynski KA. 1971. New Zealand Journal of Botany 939-45 ((http://doi.org/10.1080/0028825X.1971.10430169))'
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	10	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Pseudohelotium	Pseudohelotium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
475	0	10	3	0	523	0	2	0	3	106	0	13	11	0	8	0	0	0	0	59	28	0	0	3	0	0	28	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	147	0	50	274	29	177	65	34	0	0	0	0	0	0	8	0	0	0	0	0	29	0	758	7	9	3	0	5	0	4	0	;Claroideoglomus	Claroideoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
299	0	95	15	28	90	22	0	35	46	34	60	24	26	145	194	96	92	34	54	66	75	45	52	3	23	7	106	153	74	64	20	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	11	21	39	0	15	9	81	20	48	10	19	12	4	0	20	0	152	16	3	25	0	0	83	4	5	0	0	0	0	0	15	0	10	;Schizothecium	Schizothecium	13	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	NULL	b'Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
301	0	15	0	0	396	0	186	0	0	0	24	0	0	0	0	5	0	0	84	34	99	0	0	0	0	0	17	15	42	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	97	0	38	0	0	0	189	0	149	105	0	0	47	44	0	0	40	99	0	0	0	65	0	0	263	32	271	10	0	0	25	0	0	0	0	;Sordariaceae	Sordariaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Microfungus	Null	Probable	Saprobic, especially on dung and rotting vegetation but also found associated with food stuffs (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
71	44	33	18	0	459	41	54	15	18	124	38	62	33	70	201	46	118	24	126	0	0	27	388	0	0	0	9	5	6	89	156	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	9	0	4	24	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Stagonospora	Stagonospora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
86	0	0	3	0	216	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	505	49	8	884	0	34	77	0	0	0	0	0	0	0	0	0	0	0	0	0	69	9	0	9	36	20	266	20	0	0	;Alternaria	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
414	0	348	259	1374	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	44	0	0	9	0	0	0	0	3	0	15	5	0	0	;Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
58	5	35	52	0	58	20	63	0	19	7	40	65	31	9	16	17	35	0	137	10	22	17	184	0	26	0	55	0	0	34	22	13	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	48	30	18	190	18	68	37	171	4	24	87	6	0	36	10	20	12	0	16	0	0	70	63	78	27	0	28	121	13	19	20	10	;Montagnula	Montagnula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	4	1104	43	294	178	8	10	13	16	77	66	0	0	0	0	0	0	0	0	0	0	9	30	52	0	79	2	139	26	0	6	;Gibellulopsis	Gibellulopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	22	848	51	20	921	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	176	29	8	31	;Stagonosporopsis	Stagonosporopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	225	54	0	335	7	53	85	0	4	0	369	40	42	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	101	707	0	8	0	0	0	0	0	18	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	;Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
298	0	3	0	0	70	7	0	7	0	6	160	0	0	0	0	0	0	0	6	0	0	0	0	5	0	4	45	10	0	5	5	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	60	7	196	0	0	29	68	0	7	42	3	0	225	213	105	53	14	0	4	0	0	34	0	0	0	0	0	39	16	0	7	4	0	0	0	0	0	0	0	10	0	4	7	17	0	13	0	0	0	18	15	20	24	31	0	0	0	0	15	34	7	0	0	0	0	0	0	0	11	178	0	0	0	45	7	5	9	0	0	0	0	185	28	0	0	0	0	0	0	11	0	0	;Podospora	Podospora	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph	Microfungus	NULL	Possible	Endophyte detection method-culture (David et al. 2016)	b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)) (as litter saprotroph)'
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	174	0	80	248	0	315	289	137	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	375	139	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Fontanospora	Fontanospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
333	0	11	15	0	6	3	5	0	0	0	16	6	0	8	0	0	13	7	7	6	6	0	3	0	0	0	105	13	3	0	0	6	24	12	0	24	11	12	84	31	16	30	15	22	24	4	0	16	3	41	8	17	32	40	0	0	59	16	8	3	34	8	6	40	0	30	25	12	28	4	9	5	13	0	4	16	0	9	7	0	28	23	0	36	19	6	38	32	63	103	253	0	10	0	0	17	4	5	22	8	4	20	37	31	0	0	7	0	0	6	10	32	13	0	3	0	54	38	33	0	9	4	21	13	0	0	0	0	7	2	0	5	0	41	5	8	10	0	6	;Nemania	Nemania	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	8	0	0	0	0	0	0	12	86	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1787	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	;Lambertella	Lambertella	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
354	11	79	0	0	83	0	1402	7	0	0	0	11	0	0	0	0	0	5	0	17	0	0	0	41	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	;Leucocoprinus	Leucocoprinus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	72	38	30	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	134	20	247	42	0	27	;Calophoma	Calophoma	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	Causes clematis wilt	b'Chen C, et al. 2015. Fungal Biology 120:1291-1322 ((https://doi.org/10.1016/j.funbio.2015.09.013))'
278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	25	15	26	27	22	19	46	0	11	18	7	4	0	3	0	134	30	100	3	0	0	18	7	0	0	0	0	8	42	0	7	11	32	0	12	18	24	103	21	3	0	0	67	49	52	35	36	19	4	4	2	2	11	45	0	9	19	14	10	8	157	176	73	0	5	20	11	0	0	0	0	18	5	0	0	0	0	0	0	24	0	0	0	0	0	0	0	25	0	8	0	0	0	53	0	117	72	0	9	21	0	0	0	0	;Scedosporium	Scedosporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
